Date&Time;Cloudfactor;Windspeed;powerProduction_CustomPowerPlant@11/12_Bus0;powerProductionOptimal_CustomPowerPlant@11/12_Bus0;powerConsumption_CustomConsumer@10/10_Bus0;powerDemand_CustomConsumer@10/10_Bus0;powerConsumption_CustomConsumer@10/12_Bus0;powerDemand_CustomConsumer@10/12_Bus0;powerConsumption_GridPower@9/3_Bus0;powerProduction_GridPower@9/3_Bus0;powerConsumption_CustomConsumer@15/10_Bus0;powerDemand_CustomConsumer@15/10_Bus0;powerConsumption_CustomConsumer@13/3_Bus0;powerDemand_CustomConsumer@13/3_Bus0;powerConsumption_CustomConsumer@16/5_Bus0;powerDemand_CustomConsumer@16/5_Bus0;powerProduction_CustomPowerPlant@12/3_Bus0;powerProductionOptimal_CustomPowerPlant@12/3_Bus0;powerConsumption_CustomConsumer@14/12_Bus0;powerDemand_CustomConsumer@14/12_Bus0;powerProduction_CustomPowerPlant@17/5_Bus0;powerProductionOptimal_CustomPowerPlant@17/5_Bus0;powerConsumption_CustomConsumer@8/15_Bus0;powerDemand_CustomConsumer@8/15_Bus0;powerConsumption_CustomConsumer@12/16_Bus0;powerDemand_CustomConsumer@12/16_Bus0;powerConsumption_CustomConsumer@15/17_Bus0;powerDemand_CustomConsumer@15/17_Bus0;powerConsumption_CustomConsumer@9/19_Bus0;powerDemand_CustomConsumer@9/19_Bus0;powerProduction_CustomPowerPlant@21/12_Bus0;powerProductionOptimal_CustomPowerPlant@21/12_Bus0;powerConsumption_CustomConsumer@14/20_Bus0;powerDemand_CustomConsumer@14/20_Bus0;
2014.01.03   05.30;0.655;3.202;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   06.30;0.429;2.654;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   07.30;0.406;1.943;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   08.30;0.569;3.506;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   09.30;0.512;1.194;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   10.30;0.478;1.938;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   11.30;0.501;1.767;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   12.30;0.656;1.789;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   13.30;0.74;2.712;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   14.30;0.928;0.978;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   15.30;0.877;2.146;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   16.30;1.0;1.797;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   17.30;0.957;1.957;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
2014.01.03   18.30;0.757;1.412;0.0;0.0;7.6;7.6,1.6;11.2;11.2,7.5;0.0;219.0;47.8;47.8,-3.9;21.7;21.7,12.7;94.2;94.2,19.0;40.0;40.0;29.5;29.5,16.6;0.0;0.0;6.1;6.1,1.6;3.5;3.5,1.8;9.0;9.0,5.8;13.5;13.5,5.8;0.0;0.0;14.9;14.9,5.0
